2020-11-21,Canada,Saskatchewan,6237.0,"",6237,"",""
2020-11-22,Canada,Saskatchewan,6473.0,"",6473,"",""
2020-11-23,Canada,Saskatchewan,6708.0,"",6708,"",""
2020-11-24,Canada,Saskatchewan,6883.0,"",6883,"",""
2020-11-25,Canada,Saskatchewan,7047.0,"",7047,"",""
2020-11-26,Canada,Saskatchewan,7362.0,"",7362,"",""
2020-11-27,Canada,Saskatchewan,7691.0,"",7691,"",""
2020-11-28,Canada,Saskatchewan,7888.0,"",7888,"",""
2020-11-29,Canada,Saskatchewan,8239.0,"",8239,"",""
2020-11-30,Canada,Saskatchewan,8564.0,"",8564,"",""
2020-12-01,Canada,Saskatchewan,8745.0,"",8745,"",""
2020-12-02,Canada,Saskatchewan,8982.0,"",8982,"",""
2020-12-03,Canada,Saskatchewan,9244.0,"",9243,"",""
2020-12-04,Canada,Saskatchewan,9527.0,"",9526,"",""
2020-12-05,Canada,Saskatchewan,9730.0,"",9729,"",""
2020-12-06,Canada,Saskatchewan,10139.0,"",10138,"",""
2020-12-07,Canada,Saskatchewan,10412.0,"",10411,"",""
2020-12-08,Canada,Saskatchewan,10597.0,"",10596,"",""
2020-12-09,Canada,Saskatchewan,10899.0,"",10898,"",""
2020-12-10,Canada,Saskatchewan,11223.0,"",11222,"",""
2020-12-11,Canada,Saskatchewan,11475.0,"",11473,"",""
2020-12-12,Canada,Saskatchewan,11749.0,"",11747,"",""
2020-12-13,Canada,Saskatchewan,11971.0,"",11969,"",""
2020-12-14,Canada,Saskatchewan,12238.0,"",12236,"",""
2020-12-15,Canada,Saskatchewan,12432.0,"",12430,"",""
