2020-12-15,Canada,New Brunswick,559.0,"",559,"",""
2020-12-16,Canada,New Brunswick,567.0,"",567,"",""
2020-12-17,Canada,New Brunswick,573.0,"",573,"",""
2020-12-18,Canada,New Brunswick,573.0,"",573,"",""
2020-12-19,Canada,New Brunswick,578.0,"",578,"",""
2020-12-20,Canada,New Brunswick,574.0,"",574,"",""
2020-12-21,Canada,New Brunswick,578.0,"",578,"",""
2020-12-22,Canada,New Brunswick,580.0,"",580,"",""
2020-12-23,Canada,New Brunswick,585.0,"",585,"",""
2020-12-24,Canada,New Brunswick,587.0,"",587,"",""
2020-12-25,Canada,New Brunswick,588.0,"",588,"",""
2020-12-26,Canada,New Brunswick,590.0,"",590,"",""
2020-12-27,Canada,New Brunswick,592.0,"",592,"",""
2020-12-28,Canada,New Brunswick,593.0,"",593,"",""
2020-12-29,Canada,New Brunswick,595.0,"",595,"",""
2020-12-30,Canada,New Brunswick,596.0,"",596,"",""
2020-12-31,Canada,New Brunswick,599.0,"",599,"",""
2021-01-01,Canada,New Brunswick,601.0,"",601,"",""
2021-01-02,Canada,New Brunswick,611.0,"",611,"",""
2021-01-03,Canada,New Brunswick,618.0,"",618,"",""
2021-01-04,Canada,New Brunswick,635.0,"",635,"",""
2021-01-05,Canada,New Brunswick,662.0,"",662,"",""
2021-01-06,Canada,New Brunswick,693.0,"",693,"",""
2021-01-07,Canada,New Brunswick,717.0,"",717,"",""
2021-01-08,Canada,New Brunswick,735.0,"",735,"",""
