2020-12-27,Canada,Northwest Territories,24.0,"",24,"",""
2020-12-28,Canada,Northwest Territories,24.0,"",24,"",""
2020-12-29,Canada,Northwest Territories,24.0,"",24,"",""
2020-12-30,Canada,Northwest Territories,24.0,"",24,"",""
2020-12-31,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-01,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-02,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-03,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-04,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-05,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-06,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-07,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-08,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-09,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-10,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-11,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-12,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-13,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-14,Canada,Northwest Territories,24.0,"",24,"",""
2021-01-15,Canada,Northwest Territories,25.0,"",25,"",""
2021-01-16,Canada,Northwest Territories,25.0,"",25,"",""
2021-01-17,Canada,Northwest Territories,25.0,"",28,"",""
2021-01-18,Canada,Northwest Territories,25.0,"",28,"",""
2021-01-19,Canada,Northwest Territories,28.0,"",30,"",""
