2020-08-28,Canada,British Columbia,5496.0,"",5496,"",""
2020-08-29,Canada,British Columbia,5496.0,"",5496,"",""
2020-08-30,Canada,British Columbia,5496.0,"",5496,"",""
2020-08-31,Canada,British Columbia,5790.0,"",5790,"",""
2020-09-01,Canada,British Columbia,5848.0,"",5848,"",""
2020-09-02,Canada,British Columbia,5952.0,"",5952,"",""
2020-09-03,Canada,British Columbia,6041.0,"",6041,"",""
2020-09-04,Canada,British Columbia,6162.0,"",6162,"",""
2020-09-05,Canada,British Columbia,6162.0,"",6162,"",""
2020-09-06,Canada,British Columbia,6162.0,"",6162,"",""
2020-09-07,Canada,British Columbia,6162.0,"",6162,"",""
2020-09-08,Canada,British Columbia,6591.0,"",6591,"",""
2020-09-09,Canada,British Columbia,6591.0,"",6691,"",""
2020-09-10,Canada,British Columbia,6830.0,"",6830,"",""
2020-09-11,Canada,British Columbia,6962.0,"",6962,"",""
2020-09-12,Canada,British Columbia,6962.0,"",6962,"",""
2020-09-13,Canada,British Columbia,6962.0,"",6962,"",""
2020-09-14,Canada,British Columbia,7279.0,"",7279,"",""
2020-09-15,Canada,British Columbia,7376.0,"",7376,"",""
2020-09-16,Canada,British Columbia,7498.0,"",7498,"",""
2020-09-17,Canada,British Columbia,7663.0,"",7663,"",""
2020-09-18,Canada,British Columbia,7842.0,"",7842,"",""
2020-09-19,Canada,British Columbia,7842.0,"",7842,"",""
2020-09-20,Canada,British Columbia,7842.0,"",7842,"",""
2020-09-21,Canada,British Columbia,8208.0,"",8208,"",""
