2020-03-23,Canada,New Brunswick,17.0,"",9,"",""
2020-03-24,Canada,New Brunswick,18.0,"",18,"",""
2020-03-25,Canada,New Brunswick,18.0,"",26,"",""
2020-03-26,Canada,New Brunswick,33.0,"",33,"",""
2020-03-27,Canada,New Brunswick,45.0,"",45,"",""
2020-03-28,Canada,New Brunswick,51.0,"",51,"",""
2020-03-29,Canada,New Brunswick,66.0,"",66,"",""
2020-03-30,Canada,New Brunswick,68.0,"",68,"",""
2020-03-31,Canada,New Brunswick,70.0,"",70,"",""
2020-04-01,Canada,New Brunswick,81.0,"",81,"",""
2020-04-02,Canada,New Brunswick,91.0,"",91,"",""
2020-04-03,Canada,New Brunswick,91.0,"",95,"",""
2020-04-04,Canada,New Brunswick,91.0,"",98,"",""
2020-04-05,Canada,New Brunswick,98.0,"",101,"",""
2020-04-06,Canada,New Brunswick,103.0,"",103,"",""
2020-04-07,Canada,New Brunswick,105.0,"",105,"",""
2020-04-08,Canada,New Brunswick,105.0,"",108,"",""
2020-04-09,Canada,New Brunswick,108.0,"",111,"",""
2020-04-10,Canada,New Brunswick,112.0,"",112,"",""
2020-04-11,Canada,New Brunswick,112.0,"",112,"",""
2020-04-12,Canada,New Brunswick,114.0,"",114,"",""
2020-04-13,Canada,New Brunswick,116.0,"",116,"",""
2020-04-14,Canada,New Brunswick,116.0,"",116,"",""
2020-04-15,Canada,New Brunswick,117.0,"",117,"",""
2020-04-16,Canada,New Brunswick,117.0,"",117,"",""
