2020-06-04,Canada,New Brunswick,136.0,"",136,"",""
2020-06-05,Canada,New Brunswick,136.0,"",136,"",""
2020-06-06,Canada,New Brunswick,136.0,"",136,"",""
2020-06-07,Canada,New Brunswick,137.0,"",137,"",""
2020-06-08,Canada,New Brunswick,146.0,"",146,"",""
2020-06-09,Canada,New Brunswick,147.0,"",147,"",""
2020-06-10,Canada,New Brunswick,151.0,"",151,"",""
2020-06-11,Canada,New Brunswick,153.0,"",153,"",""
2020-06-12,Canada,New Brunswick,154.0,"",154,"",""
2020-06-13,Canada,New Brunswick,157.0,"",157,"",""
2020-06-14,Canada,New Brunswick,157.0,"",157,"",""
2020-06-15,Canada,New Brunswick,160.0,"",160,"",""
2020-06-16,Canada,New Brunswick,163.0,"",163,"",""
2020-06-17,Canada,New Brunswick,164.0,"",164,"",""
2020-06-18,Canada,New Brunswick,164.0,"",164,"",""
2020-06-19,Canada,New Brunswick,164.0,"",164,"",""
2020-06-20,Canada,New Brunswick,164.0,"",164,"",""
2020-06-21,Canada,New Brunswick,164.0,"",164,"",""
2020-06-22,Canada,New Brunswick,164.0,"",164,"",""
2020-06-23,Canada,New Brunswick,165.0,"",165,"",""
2020-06-24,Canada,New Brunswick,165.0,"",165,"",""
2020-06-25,Canada,New Brunswick,165.0,"",165,"",""
2020-06-26,Canada,New Brunswick,165.0,"",165,"",""
2020-06-27,Canada,New Brunswick,165.0,"",165,"",""
2020-06-28,Canada,New Brunswick,165.0,"",165,"",""
