2020-05-13,Canada,Ontario,22516.0,"",21236,"",""
2020-05-14,Canada,Ontario,22865.0,"",21581,"",""
2020-05-15,Canada,Ontario,23258.0,"",21922,"",""
2020-05-16,Canada,Ontario,23645.0,"",22313,"",""
2020-05-17,Canada,Ontario,23974.0,"",22653,"",""
2020-05-18,Canada,Ontario,24286.0,"",22957,"",""
2020-05-19,Canada,Ontario,24755.0,"",23384,"",""
2020-05-20,Canada,Ontario,25197.0,"",23774,"",""
2020-05-21,Canada,Ontario,25595.0,"",24187,"",""
2020-05-22,Canada,Ontario,26085.0,"",24628,"",""
2020-05-23,Canada,Ontario,26560.0,"",25040,"",""
2020-05-24,Canada,Ontario,26897.0,"",25500,"",""
2020-05-25,Canada,Ontario,27302.0,"",25904,"",""
2020-05-26,Canada,Ontario,27624.0,"",26191,"",""
2020-05-27,Canada,Ontario,27943.0,"",26483,"",""
2020-05-28,Canada,Ontario,28320.0,"",26866,"",""
2020-05-29,Canada,Ontario,28700.0,"",27210,"",""
2020-05-30,Canada,Ontario,29023.0,"",27533,"",""
2020-05-31,Canada,Ontario,29390.0,"",27859,"",""
2020-06-01,Canada,Ontario,29845.0,"",28263,"",""
2020-06-02,Canada,Ontario,30259.0,"",28709,"",""
2020-06-03,Canada,Ontario,30603.0,"",29047,"",""
2020-06-04,Canada,Ontario,30946.0,"",29403,"",""
2020-06-05,Canada,Ontario,31359.0,"",29747,"",""
