2020-12-01,Canada,Alberta,59484.0,"",59484,"",""
2020-12-02,Canada,Alberta,61169.0,"",61169,"",""
2020-12-03,Canada,Alberta,63023.0,"",63023,"",""
2020-12-04,Canada,Alberta,64851.0,"",64851,"",""
2020-12-05,Canada,Alberta,66730.0,"",66730,"",""
2020-12-06,Canada,Alberta,68566.0,"",68566,"",""
2020-12-07,Canada,Alberta,70301.0,"",70301,"",""
2020-12-08,Canada,Alberta,72028.0,"",72028,"",""
2020-12-09,Canada,Alberta,73488.0,"",73488,"",""
2020-12-10,Canada,Alberta,75054.0,"",75054,"",""
2020-12-11,Canada,Alberta,76792.0,"",76792,"",""
2020-12-12,Canada,Alberta,78382.0,"",78382,"",""
2020-12-13,Canada,Alberta,80099.0,"",80099,"",""
2020-12-14,Canada,Alberta,81986.0,"",81986,"",""
2020-12-15,Canada,Alberta,83327.0,"",83327,"",""
2020-12-16,Canada,Alberta,84597.0,"",84597,"",""
2020-12-17,Canada,Alberta,86168.0,"",86168,"",""
2020-12-18,Canada,Alberta,87581.0,"",87581,"",""
2020-12-19,Canada,Alberta,88933.0,"",88933,"",""
2020-12-20,Canada,Alberta,90219.0,"",90219,"",""
2020-12-21,Canada,Alberta,91459.0,"",91459,"",""
2020-12-22,Canada,Alberta,92480.0,"",92480,"",""
2020-12-23,Canada,Alberta,93781.0,"",93781,"",""
2020-12-24,Canada,Alberta,94788.0,"",94788,"",""
2020-12-25,Canada,Alberta,95979.0,"",95979,"",""
