2020-03-24,Canada,Saskatchewan,72.0,"",72,"",""
2020-03-25,Canada,Saskatchewan,72.0,"",86,"",""
2020-03-26,Canada,Saskatchewan,95.0,"",95,"",""
2020-03-27,Canada,Saskatchewan,95.0,"",104,"",""
2020-03-28,Canada,Saskatchewan,134.0,"",134,"",""
2020-03-29,Canada,Saskatchewan,156.0,"",134,"",""
2020-03-30,Canada,Saskatchewan,156.0,"",175,"",""
2020-03-31,Canada,Saskatchewan,184.0,"",184,"",""
2020-04-01,Canada,Saskatchewan,193.0,"",193,"",""
2020-04-02,Canada,Saskatchewan,206.0,"",206,"",""
2020-04-03,Canada,Saskatchewan,220.0,"",220,"",""
2020-04-04,Canada,Saskatchewan,220.0,"",231,"",""
2020-04-05,Canada,Saskatchewan,249.0,"",249,"",""
2020-04-06,Canada,Saskatchewan,249.0,"",253,"",""
2020-04-07,Canada,Saskatchewan,260.0,"",260,"",""
2020-04-08,Canada,Saskatchewan,260.0,"",271,"",""
2020-04-09,Canada,Saskatchewan,271.0,"",278,"",""
2020-04-10,Canada,Saskatchewan,285.0,"",285,"",""
2020-04-11,Canada,Saskatchewan,289.0,"",289,"",""
2020-04-12,Canada,Saskatchewan,298.0,"",296,"",""
2020-04-13,Canada,Saskatchewan,300.0,"",300,"",""
2020-04-14,Canada,Saskatchewan,300.0,"",301,"",""
2020-04-15,Canada,Saskatchewan,304.0,"",304,"",""
2020-04-16,Canada,Saskatchewan,305.0,"",305,"",""
